,normal,ecg_duration,number_of_beats,mean_qrs_amplitude,standard_deviation_qrs_amplitude,mean_t_amplitude,standard_deviation_t_amplitude,mean_p_amplitude,standard_deviation_p_amplitude,mean_rr_interval,standard_deviation_rr_interval,mean_pr_interval,standard_deviation_pr_interval,mean_qt_interval,standard_deviation_qt_interval,mean_pr_segment,standard_deviation_pr_segment,mean_st_deviation,standard_deviation_st_deviation,mean_heart_rate,standard_deviation_heart_rate
3517,1,18.48,20,-0.1,1.0208,-0.2222,1.0033,0.125,1.0247,0.913,0.168,-0.0769,0.4336,0.9176,0.6423,1.0889,0.5121,-0.0526,1.026,71.4496,33.9911
3518,0,30.0,48,-0.625,0.7889,0.3333,0.9535,0.1905,0.9936,0.6282,0.2495,-0.4291,0.5029,1.0217,0.58,1.1415,0.5444,0.3191,0.958,118.6493,67.2264
3519,0,30.0,25,0.2,1.0,-0.1818,1.0065,0.5789,0.8377,1.1724,0.283,-0.8692,1.1058,1.7609,1.1995,2.1192,1.2437,-0.8333,0.5647,59.0567,35.5938
3520,1,30.0,29,0.8621,0.5158,0.3077,0.9703,-0.4783,0.898,1.043,0.0848,-0.61,0.8027,1.5929,0.9803,1.7646,0.8227,-0.8571,0.5245,57.8706,4.4386
3521,0,30.0,51,0.2157,0.9862,0.0417,1.0097,0.0222,1.0111,0.5867,0.1543,-0.4098,0.5662,0.9556,0.6231,1.0915,0.6344,-0.08,1.0069,112.0821,41.4563
3522,1,60.0,74,0.2973,0.9613,-0.3824,0.9309,-0.4839,0.8823,0.8072,0.1136,-1.7252,1.3724,2.4878,1.4558,2.6374,1.392,0.4521,0.8982,76.3539,18.8628
3523,1,30.0,30,0.5333,0.8604,0.037,1.0184,-0.1667,1.0072,1.0007,0.0503,-0.599,0.7876,1.5785,0.9126,1.7094,0.7902,-0.6552,0.7689,60.1043,3.0309
3524,0,60.0,79,0.9241,0.3847,-0.0685,1.0046,-0.3134,0.9568,0.759,0.0652,-1.6219,1.2386,2.4129,1.2583,2.4744,1.2108,-0.9487,0.3182,80.1679,13.3057
3525,1,30.0,29,0.3103,0.9675,0.3846,0.9414,-0.0435,1.0215,1.0211,0.0473,-0.5855,0.7374,1.6079,0.9455,1.715,0.7724,-0.3571,0.9512,58.8826,2.7099
3526,1,30.0,44,0.6364,0.7803,-0.0732,1.0097,-0.2105,0.9907,0.6609,0.3163,-0.4276,0.6015,1.0447,0.6658,1.1989,0.6698,-0.5814,0.8233,121.3119,68.2917
3527,0,30.0,53,0.283,0.9683,-0.0204,1.0102,0.2174,0.9869,0.561,0.1472,-0.9517,0.5136,1.5096,0.5334,1.6008,0.5609,-0.1923,0.9909,116.685,48.7147
3528,1,30.0,40,0.55,0.8458,-0.0811,1.0105,-0.2353,0.9865,0.7333,0.0476,-0.5033,0.5966,1.2459,0.6988,1.3413,0.6248,-0.1795,0.9966,82.1433,5.1508
3529,0,30.0,68,0.7059,0.7136,-0.4375,0.9063,-0.7049,0.7152,0.4387,0.0293,-0.2026,0.369,0.7542,0.3399,0.749,0.3669,0.0746,1.0047,137.9861,18.4618
3530,1,30.0,37,0.0811,1.0105,-0.0588,1.0133,0.0968,1.0118,0.8013,0.1456,-0.5082,0.6719,1.2448,0.7388,1.4052,0.7029,-0.1111,1.0079,78.5878,21.8291
3531,0,30.0,32,0.625,0.7931,0.0345,1.0171,-0.1538,1.0077,0.9287,0.2203,-0.5702,0.661,1.4494,0.8034,1.6432,0.6541,-0.6774,0.7478,71.8347,33.7247
3532,1,30.0,38,-0.4211,0.9192,0.1429,1.0042,0.1875,0.998,0.7972,0.2928,-0.5356,0.6248,1.3288,0.7399,1.4589,0.642,0.2973,0.968,96.527,63.987
3533,1,30.0,40,0.65,0.7696,0.2432,0.9833,0.0,1.015,0.7516,0.0312,-0.5204,0.5897,1.2759,0.7003,1.3867,0.593,-0.0769,1.0101,79.9596,3.2808
3534,1,26.8867,49,-0.102,1.0051,-0.0435,1.0101,-0.3023,0.9645,0.5454,0.2271,-0.2808,0.4629,0.8519,0.5444,0.9293,0.5502,0.0833,1.0071,130.2961,54.1695
3535,1,32.3133,35,-0.3143,0.9632,-0.0323,1.016,0.4074,0.9306,0.9074,0.0223,-0.6994,0.6935,1.5552,0.8775,1.7209,0.692,-0.8235,0.5758,66.1656,1.6421
3536,1,9.5667,13,1.0,0.0,-0.1667,1.0299,-0.2727,1.009,0.7183,0.003,0.2125,0.0718,0.4014,0.1073,0.5989,0.0767,-1.0,0.0,83.528,0.3512
3537,1,30.0,38,-0.1053,1.0078,0.3143,0.9632,-0.0625,1.014,0.7803,0.1991,-0.5136,0.6438,1.2754,0.8131,1.394,0.7132,0.3514,0.9492,86.6415,41.0885
3538,1,30.0,38,-0.2632,0.9777,-0.1429,1.0042,-0.1875,0.998,0.7841,0.0064,-0.5175,0.6043,1.303,0.7416,1.4269,0.6157,-0.3514,0.9492,76.5303,0.6216
3539,0,30.0,72,-0.5833,0.8179,-0.1884,0.9893,0.4545,0.8975,0.4157,0.0668,-0.1951,0.3046,0.732,0.3739,0.7371,0.3205,0.3521,0.9426,147.1327,18.4442
3540,1,30.0,29,0.5862,0.8245,-0.4615,0.9047,-0.3043,0.974,0.9539,0.1694,-0.6279,0.7296,1.5062,0.8699,1.7023,0.7499,0.0,1.0184,66.1335,19.9616
3541,1,30.0,35,-0.0286,1.0142,0.0,1.016,0.2414,0.9876,0.8597,0.0291,-0.5468,0.6442,1.3194,0.7705,1.5008,0.6535,-0.8235,0.5758,69.8689,2.3647
3542,1,30.0,43,-0.4884,0.883,0.0,1.0127,0.2432,0.9833,0.7023,0.1246,-0.4954,0.5747,1.1353,0.6967,1.3114,0.6379,0.8571,0.5213,91.0687,33.5169
3543,1,41.18,40,0.3,0.9661,0.0857,1.0109,-0.2903,0.9727,1.0041,0.0191,-1.1291,1.0142,2.1597,1.1824,2.2446,1.0168,-0.7436,0.6774,59.7758,1.1341
3544,1,30.0,29,0.3793,0.9416,0.3846,0.9414,0.2174,0.998,1.0321,0.1637,-0.6264,0.7904,1.6362,0.9614,1.7603,0.8139,-0.5714,0.8357,61.2279,20.6581
3545,0,30.0,24,0.9167,0.4082,0.0476,1.0235,-0.2222,1.0033,1.2575,0.0416,-0.8802,0.9689,1.8741,1.1278,2.2443,0.9803,-0.5652,0.8435,47.7619,1.566
3546,1,60.0,65,-0.4154,0.9167,0.1525,0.9968,0.1698,0.9949,0.9198,0.0254,-1.9277,1.5301,2.8681,1.6131,2.959,1.5288,-0.875,0.488,65.282,1.8318
3547,0,60.0,101,-0.0693,1.0026,0.0947,1.0008,-0.0787,1.0026,0.5942,0.2311,-1.2866,1.1679,1.9049,1.2299,1.9705,1.2276,-0.19,0.9816,122.405,59.7221
3548,0,30.0,55,0.3455,0.9471,-0.0196,1.0098,0.0417,1.0097,0.5416,0.2665,-0.8887,0.5934,1.4418,0.7001,1.4991,0.6562,0.4074,0.9218,142.9602,72.9345
3549,1,30.0,50,0.36,0.9424,0.0213,1.0106,-0.0455,1.0105,0.5975,0.1054,-0.422,0.5055,0.9499,0.5112,1.1176,0.5071,-0.4286,0.9129,106.0783,33.1459
3550,1,30.0,35,0.3143,0.9632,-0.0625,1.014,-0.2414,0.9876,0.8675,0.1124,-0.5758,0.6852,1.3719,0.8037,1.5558,0.6951,0.0588,1.0133,71.3324,17.2852
3551,0,30.0,39,-0.1282,1.0047,-0.6111,0.8028,-0.1515,1.0038,0.7553,0.0629,-0.5241,0.5935,1.1972,0.7305,1.3793,0.6022,-0.9474,0.3244,80.1444,8.8699
3552,1,30.0,43,0.7674,0.6487,-0.05,1.0115,-0.2973,0.968,0.6988,0.1246,-0.5122,0.5153,1.1753,0.6497,1.3631,0.5003,-0.8571,0.5213,90.8661,29.0689
3553,1,30.0,53,-0.0566,1.008,-0.08,1.0069,0.0638,1.0087,0.5715,0.2273,-0.3506,0.4313,0.9576,0.4882,1.0155,0.4679,-0.1154,1.003,126.656,64.7116
3554,1,30.0,34,-0.1765,0.9991,0.1613,1.0032,0.2143,0.9947,0.8912,0.1252,-0.5631,0.6542,1.3923,0.8108,1.5758,0.6856,-0.0303,1.015,71.3712,30.6472
3555,1,30.0,32,-0.625,0.7931,-0.5862,0.8245,0.2308,0.9923,0.9427,0.1265,-0.6075,0.6614,1.5318,0.83,1.6717,0.6523,-0.0968,1.0118,66.0274,18.6421
3556,1,13.26,13,0.6923,0.7511,0.2727,1.009,0.3333,1.0,1.0347,0.0175,0.0858,0.3309,0.6418,0.5109,1.047,0.3209,-0.3333,0.9847,58.002,0.9923
3557,1,30.0,34,0.0,1.015,0.2258,0.9903,0.5,0.8819,0.8906,0.1366,-0.6445,0.7365,1.4566,0.8557,1.6406,0.7589,0.0303,1.015,69.815,17.3665
3558,1,30.0,33,-0.0909,1.0113,-0.2667,0.9803,-0.037,1.0184,0.9054,0.0441,-0.5926,0.6703,1.4842,0.8422,1.6256,0.6924,-0.375,0.9419,66.4254,3.3442
3559,1,30.0,52,-0.1538,0.9977,-0.0204,1.0102,-0.2174,0.9869,0.5762,0.2157,-0.3669,0.5315,0.9571,0.6512,1.0471,0.6463,-0.0588,1.0082,121.8233,51.2882
3560,1,30.0,35,0.3714,0.942,0.3125,0.9651,-0.1724,1.0025,0.8365,0.0156,-0.5903,0.6277,1.3199,0.808,1.5366,0.6265,0.9412,0.343,71.7543,1.3485
3561,1,38.1533,61,-0.082,1.0049,0.1228,1.0013,-0.434,0.9096,0.6184,0.0142,-0.7561,0.6644,1.2765,0.6895,1.4741,0.6657,-1.0,0.0,97.0764,2.2201
3562,1,30.0,53,0.7358,0.6836,-0.102,1.0051,-0.4783,0.8879,0.5513,0.2535,-0.3699,0.5207,0.948,0.5715,1.0239,0.5493,-0.1923,0.9909,134.1597,59.4077
3563,1,30.0,47,-0.8298,0.5641,0.0455,1.0105,0.3171,0.9602,0.642,0.1822,-0.4481,0.4878,1.0819,0.5531,1.2048,0.4571,0.4348,0.9105,126.9013,179.28
3564,1,30.0,40,-0.05,1.0115,-0.1892,0.9955,0.2353,0.9865,0.7409,0.2533,-0.4783,0.5773,1.1984,0.6967,1.3097,0.6288,0.7949,0.6147,96.9522,51.3334
3565,1,51.0533,69,0.7971,0.6083,0.1746,0.9925,-0.2069,0.9869,0.7298,0.0659,-1.2177,1.0138,1.964,1.0831,2.073,1.0202,0.2647,0.9715,83.426,13.9072
3566,0,30.0,36,0.6667,0.7559,0.4545,0.9045,0.0,1.0171,0.8449,0.1596,-0.5408,0.6766,1.3494,0.7772,1.4965,0.704,-0.3143,0.9632,73.5852,14.0189
3567,1,30.0,38,-0.2632,0.9777,0.0857,1.0109,0.0625,1.014,0.7883,0.1634,-0.4962,0.681,1.2744,0.8221,1.3889,0.762,0.1892,0.9955,82.6044,33.9526
3568,0,60.0,67,0.1343,0.9984,-0.1148,1.0016,0.1636,0.9956,0.8911,0.1448,-1.907,1.5325,2.8225,1.5993,2.9061,1.5151,0.303,0.9603,70.3446,19.1542
3569,0,30.0,26,0.6154,0.8038,-0.1304,1.0137,-0.2,1.0052,1.1369,0.3318,-0.7867,0.9259,1.6796,1.0879,2.0017,0.984,-0.76,0.6633,64.9012,47.3261
3570,1,30.0,39,0.5385,0.8537,0.2222,0.9888,0.2121,0.9924,0.7528,0.0932,-0.4744,0.6149,1.1583,0.6578,1.3355,0.6469,-0.7895,0.622,82.2783,21.9756
3571,0,14.48,21,0.1429,1.0142,0.1579,1.0145,-0.2941,0.9852,0.6712,0.1814,0.0389,0.2803,0.5337,0.3988,0.7367,0.3855,-0.4,0.9403,101.5962,51.4017
3572,1,30.0,47,0.7872,0.6233,0.2273,0.9851,0.2195,0.9877,0.633,0.0339,-0.4536,0.5579,0.9763,0.5115,1.1983,0.5671,0.2174,0.9869,95.0576,5.3321
3573,1,12.273299999999999,20,0.3,0.9787,0.3333,0.9701,-0.125,1.0247,0.6054,0.2357,0.0613,0.1926,0.4774,0.1743,0.6561,0.2124,0.0526,1.026,119.1861,56.5421
3574,0,30.0,29,0.5172,0.871,-0.3846,0.9414,-0.3043,0.974,1.0142,0.4137,-0.6849,0.7617,1.4814,0.877,1.8332,0.849,-0.5,0.8819,80.6943,56.7087
3575,1,30.0,43,0.2558,0.9782,-0.05,1.0115,-0.027,1.0134,0.6965,0.1648,-0.4982,0.5513,1.1426,0.6909,1.2984,0.5935,-0.381,0.9358,94.4423,38.1631
3576,0,60.0,48,0.9583,0.2887,0.2381,0.983,-0.6667,0.7559,1.254,0.0447,-2.7632,2.1446,3.7716,2.2479,4.1193,2.1656,-0.9574,0.2917,47.9136,1.8872
3577,0,30.0,34,0.2353,0.9865,0.2903,0.9727,0.3571,0.9512,0.8525,0.2027,-0.5025,0.6721,1.3249,0.9031,1.4602,0.7649,0.2727,0.977,77.7371,34.0856
3578,0,60.0,82,0.0488,1.005,-0.1316,0.9979,-0.3714,0.9352,0.7213,0.2557,-1.5697,1.2486,2.3171,1.3,2.3989,1.2564,-0.358,0.9395,148.6847,327.3504
3579,1,24.5533,34,0.8824,0.4777,0.1613,1.0032,-0.2857,0.9759,0.7103,0.1486,-0.3913,0.4473,0.9395,0.5159,1.2042,0.4149,-0.7576,0.6629,91.6376,37.7603
3580,1,30.0,32,0.1875,0.998,0.2414,0.9876,-0.0769,1.0168,0.9383,0.0433,-0.5816,0.6878,1.5134,0.8888,1.6524,0.7255,-0.6129,0.8032,64.0827,3.0466
3581,1,30.0,41,-0.0244,1.0121,0.2105,0.9907,-0.0857,1.0109,0.7181,0.2038,-0.5112,0.5943,1.2104,0.747,1.3532,0.6645,-0.15,1.0013,104.4145,100.7274
3582,1,30.72,35,-0.1429,1.0042,0.2258,0.9903,0.3333,0.9608,0.877,0.1534,-0.5884,0.7066,1.5125,0.8265,1.617,0.706,-0.2353,0.9865,74.1596,34.725
3583,1,30.0,34,0.1176,1.008,0.0323,1.016,0.2143,0.9947,0.8714,0.0038,-0.5606,0.6728,1.2971,0.7427,1.547,0.6744,0.1515,1.0038,68.8549,0.3026
3584,1,30.0,42,-0.8571,0.5213,-0.0256,1.0127,0.1667,1.0,0.7131,0.0453,-0.4789,0.5991,1.0785,0.5615,1.3008,0.5848,0.122,1.0049,84.4667,5.2817
3585,1,30.0,58,-0.3448,0.9469,0.0943,1.0051,0.08,1.0069,0.5204,0.1801,-0.8992,0.9475,1.393,0.9583,1.4964,0.9574,-0.1579,0.9962,135.6472,61.9914
3586,1,31.686700000000002,41,0.8537,0.5273,0.1351,1.0045,-0.0909,1.0113,0.7531,0.0131,-0.5526,0.6363,1.2703,0.7225,1.4113,0.6402,-0.45,0.9044,79.696,1.3918
3587,1,30.0,34,0.4706,0.8956,0.0323,1.016,0.1429,1.0079,0.8681,0.2663,-0.4654,0.751,1.3533,0.9676,1.4276,0.9034,0.0909,1.0113,82.4733,46.8506
3588,1,30.0,37,0.0811,1.0105,0.1176,1.008,-0.1613,1.0032,0.8059,0.1879,-0.543,0.6169,1.3196,0.7966,1.464,0.679,-0.3333,0.9562,83.4678,41.7178
3589,1,30.0,26,0.6154,0.8038,0.1304,1.0137,-0.2,1.0052,1.1559,0.0399,-0.8414,0.8347,1.677,1.0338,2.1107,0.8139,-0.04,1.0198,51.9675,1.7647
3590,1,37.42,61,0.8689,0.4992,-0.1228,1.0013,-0.434,0.9096,0.6102,0.1396,-0.68,0.6441,1.1962,0.6712,1.3955,0.6195,-0.4667,0.8919,107.1596,39.9148
3591,0,30.0,35,-0.0286,1.0142,0.125,1.008,-0.1034,1.0122,0.8631,0.2634,-0.5492,0.708,1.3689,0.7808,1.5241,0.6894,0.0588,1.0133,89.0203,86.2591
3592,1,30.0,33,-0.3939,0.9334,0.0,1.0171,0.037,1.0184,0.8986,0.0653,-0.6381,0.707,1.4931,0.8305,1.6433,0.7084,0.125,1.008,67.0998,4.753
3593,0,30.0,35,-0.1429,1.0042,0.0,1.016,0.3793,0.9416,0.8414,0.3158,-0.6052,0.6989,1.31,0.8296,1.5459,0.7278,0.8235,0.5758,81.7872,29.0335
3594,1,29.8,42,-0.6667,0.7544,-0.0256,1.0127,0.2778,0.9743,0.7116,0.1121,-0.5132,0.5344,1.1554,0.6077,1.3465,0.5046,-0.4634,0.8971,89.0939,35.0964
3595,0,30.0,64,0.4062,0.921,-0.0492,1.0071,0.8966,0.4468,0.4686,0.0111,-0.2319,0.3839,0.8343,0.3707,0.791,0.3796,0.7143,0.7055,128.105,3.0357
3596,0,30.0,37,0.1892,0.9955,0.2941,0.9701,-0.0323,1.016,0.7873,0.2384,-0.5344,0.6785,1.3167,0.8562,1.4179,0.8129,-0.3889,0.9344,87.5059,40.6938
3597,1,60.0,75,0.3067,0.9582,-0.1594,0.9944,0.0794,1.0049,0.7973,0.0741,-1.6717,1.3851,2.4906,1.4472,2.5801,1.4125,0.6757,0.7422,76.7072,16.3738
3598,1,25.4467,37,-0.9459,0.3288,-0.5294,0.8611,-0.2903,0.9727,0.6855,0.0468,-0.3703,0.4832,0.9394,0.5224,1.1692,0.472,-0.1667,1.0,87.9461,6.2811
3599,1,60.0,104,-0.4038,0.9193,-0.2708,0.9677,-0.0667,1.0034,0.5732,0.2377,-1.5766,1.3378,2.2006,1.3645,2.2301,1.3409,-0.0097,1.0048,126.8096,58.2284
3600,1,60.0,69,-0.6522,0.7636,-0.1111,1.0018,0.5439,0.8466,0.8708,0.0111,-1.8202,1.481,2.5978,1.5408,2.8003,1.4802,0.2941,0.9629,68.9104,0.8652
3601,0,25.3667,56,0.25,0.977,-0.102,1.0051,-0.0213,1.0106,0.4499,0.1692,-0.6195,0.7757,1.7601,1.1106,1.1441,0.8055,-0.0909,1.005,154.9932,62.6095
3602,0,30.0,44,0.5455,0.8478,-0.122,1.0049,-0.1053,1.0078,0.6758,0.0807,-0.4995,0.5425,1.1099,0.5972,1.2745,0.5479,-0.3023,0.9645,89.9137,9.7602
3603,1,30.0,33,0.1515,1.0038,0.0667,1.0148,0.3333,0.9608,0.9197,0.2679,-0.5834,0.7988,1.4299,0.9799,1.5871,0.9398,-0.375,0.9419,75.395,37.7175
3604,1,11.4333,15,1.0,0.0,1.0,0.0,1.0,0.0,0.754,0.0418,0.111,0.186,0.4369,0.1649,0.7318,0.1707,0.4286,0.9376,79.795,4.3662
3605,0,30.0,45,0.2444,0.9806,0.0476,1.011,-0.0256,1.0127,0.6691,0.204,-0.4316,0.5339,1.0565,0.5973,1.2118,0.5812,-0.3636,0.9423,101.0971,41.299
3606,0,30.0,50,-0.2,0.9897,0.0435,1.0101,-0.1628,0.9983,0.6022,0.2528,-0.7882,0.8115,1.4149,0.944,1.4919,0.8915,0.2245,0.9846,122.6936,63.8564
3607,0,30.0,38,-0.5263,0.8617,0.3714,0.942,0.3125,0.9651,0.7966,0.3843,-0.5511,0.813,1.2888,1.0594,1.4501,1.0402,0.7838,0.6296,99.9297,61.5692
3608,1,30.0,40,0.85,0.5335,-0.2432,0.9833,-0.1176,1.008,0.758,0.1231,-0.5109,0.6115,1.1838,0.7102,1.3715,0.6238,-0.641,0.7776,83.1022,25.5336
3609,0,36.6333,55,0.2727,0.971,0.0196,1.0098,0.0213,1.0106,0.659,0.153,-0.6483,0.7509,1.2302,0.7473,1.4041,0.7624,-0.5185,0.8631,96.0524,23.3733
3610,1,19.060000000000002,26,0.3846,0.9414,0.1667,1.0072,-0.2727,0.9847,0.7303,0.0497,-0.1188,0.3598,0.7199,0.4332,0.9626,0.3573,-0.04,1.0198,82.5249,5.5662
3611,1,30.0,40,1.0,0.0,-0.0811,1.0105,-0.3529,0.9497,0.7427,0.0165,-0.5045,0.5808,1.1516,0.6559,1.3659,0.5662,-0.7436,0.6774,80.8208,1.7694
3612,0,19.7,28,0.3571,0.9512,-0.1538,1.0077,0.1667,1.0072,0.6768,0.2017,-0.0997,0.3467,0.7381,0.4014,0.89,0.3926,0.037,1.0184,97.8049,33.5114
3613,1,30.0,41,0.8537,0.5273,-0.1579,1.0007,-0.3714,0.942,0.7226,0.078,-0.5161,0.5531,1.228,0.6972,1.347,0.5718,0.35,0.9487,84.7548,16.4864
3614,1,30.0,31,0.1613,1.0032,0.0,1.0184,0.28,0.9798,0.9648,0.1398,-0.6612,0.7719,1.5619,0.958,1.7301,0.8318,0.2667,0.9803,64.3099,15.6386
3615,1,30.0,34,-0.2353,0.9865,-0.2258,0.9903,-0.1429,1.0079,0.8275,0.2026,-0.5786,0.6708,1.4324,0.8375,1.518,0.7503,-0.2121,0.9924,80.8459,37.2506
3616,1,30.0,48,0.5833,0.8208,0.2,0.9909,-0.2381,0.983,0.6228,0.0229,-0.4502,0.5278,0.9735,0.4984,1.1761,0.5076,-0.6596,0.7598,96.4568,3.4355
3617,1,30.0,43,0.3023,0.9645,0.15,1.0013,0.0811,1.0105,0.6885,0.1393,-0.482,0.6239,1.1546,0.7607,1.2774,0.7107,0.5238,0.8622,92.3751,27.7233
3618,1,30.0,33,0.2121,0.9924,0.2,0.9965,0.3333,0.9608,0.9155,0.2605,-0.6184,0.8011,1.4311,0.9359,1.6314,0.8801,0.0625,1.014,76.6174,41.998
3619,1,30.0,47,0.1915,0.9921,-0.0455,1.0105,-0.0732,1.0097,0.6398,0.2675,-0.4142,0.5373,1.0808,0.703,1.1605,0.6668,0.087,1.0072,112.0974,47.802
3620,1,59.503299999999996,85,0.6706,0.7462,0.1646,0.9927,-0.2055,0.9854,0.6975,0.0233,-1.5433,1.2038,2.1244,1.2003,2.3421,1.1993,-0.4524,0.8972,86.1192,2.9851
3621,0,30.0,28,0.2143,0.9947,0.2,1.0,0.0,1.0235,1.038,0.235,-0.7089,0.7713,1.6487,0.9403,1.8585,0.8164,-0.1852,1.0014,62.8419,24.2804
3622,1,60.0,70,-0.0857,1.0035,-0.0312,1.0074,-0.069,1.0063,0.8459,0.0691,-1.8176,1.5657,2.684,1.6924,2.7674,1.6187,-0.7391,0.6785,71.3867,5.7232
3623,1,30.0,44,0.1818,0.9947,-0.0769,1.0101,-0.7778,0.6375,0.6783,0.1378,-0.9103,1.035,1.4853,1.0314,1.6758,0.9666,-0.5814,0.8233,96.4938,43.4463
3624,1,30.0,30,-0.8667,0.5074,-0.2593,0.9842,0.3333,0.9631,0.9834,0.0206,-0.5848,0.7171,1.5657,0.9058,1.6817,0.7335,-1.0,0.0,61.0363,1.3052
3625,1,30.0,44,-0.2273,0.9851,-0.0244,1.0121,-0.1053,1.0078,0.667,0.1874,-0.4187,0.5251,1.0792,0.5818,1.1882,0.5519,-0.0233,1.0116,103.5789,51.7936
3626,0,14.8133,27,-0.1111,1.0127,0.12,1.0132,0.1304,1.0137,0.5469,0.1327,-0.0399,0.2733,0.554,0.3112,0.682,0.269,0.0,1.0198,118.9874,41.1287
3627,0,60.0,66,0.0909,1.0035,-0.1333,0.9994,-0.2222,0.9842,0.8994,0.3339,-1.9582,1.2922,2.8086,1.2922,2.9654,1.1815,-0.6,0.8062,82.625,47.9335
3628,1,30.0,47,-0.4468,0.9043,0.1429,1.0017,0.1795,0.9966,0.6263,0.2492,-1.4832,0.9815,2.1002,1.1268,2.1921,1.0867,0.0,1.0111,124.5041,89.8123
3629,0,30.0,40,-0.1,1.0077,0.2973,0.968,0.2353,0.9865,0.7406,0.2371,-0.4595,0.656,1.1849,0.8602,1.3169,0.7841,0.4359,0.9118,93.5246,41.7299
3630,1,30.0,64,0.0312,1.0074,-0.0667,1.0062,-0.0877,1.005,0.4608,0.1715,-0.5676,0.6058,1.052,0.6058,1.1132,0.6044,-0.1429,0.9977,149.2623,57.0309
3631,1,30.0,40,-0.05,1.0115,-0.2432,0.9833,-0.2941,0.9701,0.7572,0.0967,-0.5318,0.5947,1.2594,0.7579,1.3978,0.6259,-0.4872,0.8847,81.8772,21.9278
3632,1,30.0,32,0.375,0.9419,-0.1034,1.0122,-0.4615,0.9047,0.9388,0.0568,-0.6068,0.6897,1.5206,0.8396,1.6571,0.6801,-0.0968,1.0118,64.1366,3.8815
3633,0,30.0,35,0.5429,0.8521,0.125,1.008,0.1034,1.0122,0.8679,0.2633,-0.5635,0.7698,1.3553,0.9147,1.5392,0.8392,-0.6471,0.7739,75.579,23.0972
3634,1,30.0,34,-0.2353,0.9865,-0.1034,1.0122,0.0769,1.0168,0.8631,0.2894,-2.2541,1.1287,3.1432,1.475,3.1808,1.4171,0.4242,0.9024,99.7768,107.0831
3635,1,56.8,76,0.6842,0.7341,0.0435,1.0064,-0.5556,0.8382,0.7512,0.2069,-1.6207,1.3229,2.3482,1.3559,2.4741,1.3089,-0.52,0.8599,99.9673,93.1279
3636,1,30.0,29,0.0345,1.0171,-0.1538,1.0077,0.0435,1.0215,1.0325,0.0086,-0.7938,0.9155,1.7071,1.063,1.9235,0.8678,-0.6429,0.78,58.1153,0.4842
3637,0,30.0,32,0.125,1.008,0.1724,1.0025,0.3846,0.9414,0.9481,0.109,-0.6094,0.7012,1.4862,0.8482,1.6694,0.6788,0.2903,0.9727,64.4453,10.6729
3638,1,30.0,31,-0.7419,0.6816,0.0,1.0184,0.84,0.5538,0.9389,0.0273,-0.6564,0.7391,1.482,0.8714,1.6967,0.7274,1.0,0.0,63.9567,1.8287
3639,0,32.5667,45,0.6,0.809,0.0,1.0127,0.1351,1.0045,0.7246,0.1281,-0.5957,0.6641,1.2882,0.7541,1.448,0.6531,-0.7727,0.6421,87.7555,30.1495
3640,1,30.0,43,0.2558,0.9782,0.35,0.9487,-0.1351,1.0045,0.6974,0.2452,-0.4532,0.5517,1.1178,0.6963,1.2437,0.6287,0.1905,0.9936,104.6216,56.89
3641,1,30.0,36,-0.3889,0.9344,-0.3939,0.9334,-0.0667,1.0148,0.8203,0.1537,-0.5309,0.6827,1.2774,0.7884,1.4614,0.7152,0.2,0.9941,74.5109,7.7339
3642,1,30.0,36,0.2222,0.9888,0.125,1.008,0.1333,1.008,0.8399,0.1935,-0.6058,0.701,2.0154,1.2259,1.5715,0.732,-0.3714,0.942,79.084,37.3059
3643,0,30.0,47,-0.3617,0.9424,0.1818,0.9947,-0.4146,0.9213,0.6307,0.0212,-0.4579,0.5094,1.0277,0.4926,1.1808,0.4881,-0.9565,0.2949,95.2316,3.1375
3644,1,30.0,40,0.9,0.4414,0.2973,0.968,-0.2353,0.9865,0.7589,0.0156,-0.5355,0.5845,1.271,0.7118,1.4163,0.5806,-0.8462,0.5399,79.0953,1.6185
3645,1,30.0,48,-0.0417,1.0097,-0.0222,1.0111,-0.5238,0.8622,0.6169,0.2522,-0.4048,0.4798,0.9745,0.5701,1.1067,0.5114,-0.6596,0.7598,118.8452,57.8841
3646,0,60.0,88,0.7955,0.6095,0.0488,1.005,-0.2895,0.9635,0.6837,0.0931,-1.5161,1.1703,2.1395,1.2184,2.3141,1.1693,-0.6322,0.7793,89.5598,14.196
3647,1,30.0,43,-0.1628,0.9983,0.25,0.9806,-0.1892,0.9955,0.699,0.2088,-0.4469,0.5987,1.144,0.711,1.2461,0.6687,-0.0476,1.011,99.3322,51.2695
3648,0,30.0,50,0.64,0.7762,-0.0213,1.0106,-0.1818,0.9947,0.5971,0.1879,-0.4131,0.4862,0.9895,0.5231,1.114,0.4908,0.0612,1.0085,114.7541,47.8106
3649,1,30.0,41,0.7073,0.7157,-0.1579,1.0007,-0.2,0.9941,0.7233,0.1478,-0.4805,0.5764,1.1805,0.743,1.3293,0.6501,-0.45,0.9044,90.6268,39.7345
3650,1,57.1,60,-0.0333,1.0079,0.4074,0.9218,0.0417,1.0097,0.9517,0.1028,-1.9285,1.5825,2.8812,1.6521,3.0063,1.5734,-0.3559,0.9425,64.0897,10.43
3651,1,30.0,45,0.9111,0.4168,0.381,0.9358,-0.2308,0.9857,0.658,0.0243,-0.4975,0.5395,1.0975,0.5906,1.2633,0.5411,0.2273,0.9851,91.3134,3.3826
